word,synonyms,sentence
relapse,,
relentless,,
relevant,,
relinquish,cede,"He was forced to relinquish control
of the company.
他被迫放弃对公司的控制权 。"
relish,delightin,"He ate quietly, relishing his meal.
他安静地吃着，细细品味着食物。"
reluctant,unwilling/loath,Scientific institutions have been reluctant to take corrective action.科学机构一直不愿作出更正 。
reminiscent,,"Her writing style was reminiscent of ancient classical writers .
她的写作风格使人联想到古代的古典作家。"
remiss,dilatory,"I would be remiss if I did not do something about it.
如果我对此不做点儿什么 ，就是懈怠
。"
remnant,,
remonstrance,,
remorse,,
remunerate,,
renaissance,revival,"Popular art is experiencing a
renaissance.
通俗艺术正在复兴。"
rend,,
renegade,,"When he was doing underground
work he was arrested because a renegade informed against him.
他做地下工作时，曾因叛徒告密而被捕。"
renege,,
renounce,,"I call on everyone to renounce the
use of violence and armed struggle.
我呼吁每个人都放弃使用暴力和武装斗争。"
renovate,,
repartee,,
repatriate,,
repeal,,"Many voted for the repeal of that
property law.
许多人投票赞成废止那项财产法 。"
repel,,
repentant,,
repertoire,,"His repertoire encompassed everything from Bach to Schoenberg.
他能演奏从巴赫到勋伯格的所有作品
。"
repetitious,,
repine,,
replenish,,"The government is trying to
replenish supplies by airlifting food.
政府正试图通过空投食品补充供应 。"
replete,,"The Harbor was replete with boats.
港口里满是船只。"
replicate,,
repose,,
reprehend,,
repress,,"People who repress their emotions
risk having nightmares...
压抑情感的人容易做噩梦 。"
reprieve,,
reproach,,"She was reproach by colleagues for leaking the story to the press.
她因为将这件事透露给新闻媒体而受
到同事的指责。"
reprobate,,
reproof,,
reprove,,
repudiate,recant,"He used his position to repudiate the charge.
他利用自己的职位来否认指控 ."
repugnant,,"All food was repugnant to me during
my illness.
生病时所有的食物都使我感到厌恶 ."
repulse,,
repute,,
requisite,essential,"The state provided the requisite
capital for this farm.
国家为这个农场提供了必要的资金 。"
requite,,
rescind,,"Trade Union leaders have demanded the government rescind the price rise.
工会领导已经要求政府阻止价格上涨
。"
resent,,"Many conscripts resent having to do their military service.
许多应征入伍者对被迫服兵役愤愤不平。"
reserved,,"He was unemotional, quite quiet, and reserved.
他感情淡漠，沉默寡言，性格内敛。"
residual,,"There are still a few residual
problems with the computer program.
电脑程序还有一些残留问题 。"
residue,,
resign,,"He was under pressure to resign
and was about to be sidelined.
他承受着被迫辞职的压力 ，很快就要被排挤出去了。"
resilience,,
resolute,,"He described the situation as very dangerous and called for resolute action.
他将形势描述得非常危险 ，并号召采取果断行动。"
resonant,,
resonate,ringtrue,"What are the issues resonating with voters?
什么是投票者特别关心的问题 ？"
resourceful,,"He was amazingly inventive and
resourceful, and played a major role in my career.
他极具创造力，而且足智多谋，在我的职业生涯中起到了重要的作用 。"
respite,lull/relief/break,"It was some weeks now since they
had had any respite from shellfire.
他们已经好几周没有在炮火中获得任
何喘息的机会了。"
resplendent,,
responsive,,"Harriet was an easy, responsive little
girl.
哈丽雅特是一个随和机灵的小女孩 。"
restitution,,
restive,fractious,"The audience grew restive.
观众变得不耐烦了。"
restless,,"The audience grew restless and inattentive.
观众变得焦躁不安，注意力不集中。"
restorative,tonic,"Sure I thought of rest as refreshing,
restorative and necessary.
当然，我认为休息可以使人振作 ，恢
复健康，并且是必要的。"
resurgence,,
resurrect,,"It is said that this medicine can resurrect the dead.
据说这种药能起死回生 。"
resuscitate,,"He has submitted a bid to
resuscitate the struggling magazine.
他已经投标来拯救这个岌岌可危的周刊。"
retainer,,
retaliate,,"Christie retaliated by sending his friend a long letter detailing Carl's utter incompetence.
为了报复，克里斯蒂给他朋友寄了一封长信，细述卡尔完全不称职 。"
retard,,
retentive,,
reticent,,"He was extremely reticent about his personal life.
他对自己的个人生活讳莫如深 。"
retort,,
retouch,,
retract,,"They tried to persuade me to retract
my words.
他们试图说服我收回我的话 。"
retrench,curtail,"Shortly afterwards, cuts in defence
spending forced the aerospace industry to retrench.
此后不久，国防开支的削减迫使航空
航天业紧缩开支。"
retribution,,"People are seeking retribution for
the latest terrorist outrages.
人们在设法对恐怖分子最近的暴行进行严惩。"
retrieve,,"The police have managed to retrieve
some of the stolen money.
警方已经追回了部分被盗钱款 。"
retroactive,,"There are few precedents for this sort of retroactive legislation.
这种有追溯力的法规鲜有先例 。"
retrograde,,
retrospective,,
revel,,"Christmas revels with feasting and dancing were common in England.
圣诞节的狂欢歌舞在英国是很常见的
。"
revelation,,
revenge,,
reverberate,,
revere,,
revision,emendation,"The phase of writing that is actually
most important is revision.
实际上写作过程中最重要的阶段是修
改。"
revive,,"The economy is beginning to revive.
经济开始复苏。"
revoke,,
revolt,,"Finally the people revolted against
the military dictatorship.
人民最终起来反抗军事独裁 。"
rhetorical,,"Before that oxymoron was a technical term describing a rhetorical device.
在此之前，oxymoron 是一个技术术
语，用来描述一种夸张的装置 。"
ribald,,
rickety,,
ridicule,derision,"As a heavy child, she became the object of ridicule from classmates.作为一个胖孩子，她成了同学们的笑柄。"
rife,,"Bribery and corruption were rife in
the industry.
在这个行业中，贿赂和腐败现象猖獗
。"
rift,,
rigmarole,,
rile,,"Cancellations  and late departures rarely rile him.
他很少因为约定取消或出发太晚而恼火。"
riot,,"Twelve inmates have been killed during a riot at the prison.
12名犯人在一场监狱暴乱中被杀害 。"
ripen,,
rite,,
rive,,"The old tree behind our house was
riven by lightning last night.
我们房后的古树昨天夜里被闪电劈了
。"
riveting,,"I find snooker riveting though I don't
play myself.
虽然我自己不打斯诺克 ，但是我觉得它挺令人着迷。"
robust,strong,The Secretary of State has made a robust defence of the agreement. 国务卿对这项协议进行了强有力的辩护。
roil,,"Times of national turmoil generally
roil a country's financial markets.
在国家动荡不安的时代 ，该国的金融市场一般都会出现混乱 。"
rookie,,
rosy,,"That dream does not seem so rosy
now.
如今那种梦想似乎也不那么乐观了 。"
rote,,"He is very skeptical about the value
of rote learning.
他非常怀疑死记硬背是否有用 。"
rouse,,
row,,"After the row in a pub he drove off in
a huff.
在酒吧里吵了一架后 ，他气鼓鼓地开
车走了。"
royalty,,
rubicund,,
rudimentary,"primitive/sketchy/embryonic
/sketchy/elemental","They are deprived of the ability to
exercise the most rudimentary workers' rights.
他们被剥夺了行使最基本的工人权利
的资格。"
rue,,"Tavare was probably ruing his
decision.
塔瓦雷可能正在为自己作出的决定感到后悔。"
ruffle,,
ruminate,,"As people grow older, they begin to
ruminate on the uncertainty of life.
随着年龄的增长, 人们开始对生活的
变化无常冥思苦想."
rumple,,
runic,,
rupture,,
ruse,,
rustic,,
rustle,,
ruthless,,"The President was ruthless in dealing with any hint of internal political dissent.
在处理任何内部政治分歧的苗头时 ，总统都毫不留情。"
sabotage,,"He accused the opposition of trying
to sabotage the election.
他谴责反对派企图暗中破坏选举的进行。"
saccharine,,
sacrilege,,
sacrosanct,,"Freedom of the press is sacrosanct.
新闻自由是神圣不可侵犯的 。"
saddle,,
safeguard,preserve,"The problem was to safeguard sites
from encroachment  by property development.
问题是要保护遗址免受房地产开发商
的侵占。"
sage,,
salient,"visible/
prominent/obtrusive/conspicuo
us","Chronic fatigue is also one of the salient features of depression.
慢性疲劳也是抑郁症的显著特点之一
。"
salubrious,,"With its graceful movements and salubrious effects on health, it has a strong appeal to a vast multitude of people.
因其优美的运动姿态和对健康的有益影响，武术在广大群众中有很强的吸
引力。"
salutary,,"The team's defeat is a salutary warning before the World Cup.
这次失利是在世界杯比赛之前对整个
队的一个有益警示."
salutation,,
salvage,,
salve,,
sanctify,,
sanctimonious,preachy/didactic,"He writes smug, sanctimonious
waffle.
他写的满篇都是自鸣得意 、道貌岸然
的废话。"
sanction,endorse,"He expressed his opposition to the lifting of sanctions.
他对解除制裁表示反对 。"
sanctuary,,"There was a sanctuary of political
refugees behind the hospital.
医院后面有一个政治难民的避难所 。"
sanguine,optimistic,"They are less sanguine about the company's long-term prospects.
他们对公司的远景不那么乐观 。"
sanitary,,
sanity,,"His behavior was so strange that I began to doubt his sanity.
他行为怪异，我有点怀疑他是否神智正常。"
sap,,"Analysts say the recession in Japan has sapped investor confidence.
分析家称日本的经济衰退已经打击了投资者的信心。"
sapient,,
sarcasm,,
sartorial,,"She was famous for his sartorial
elegance.
她以服装优雅著称。"
sate,,"Nothing could sate the careerist's
greed for power.
什么也满足不了这个野心家的权力欲
。"
satiate,,"The dinner was enough to satiate the gourmets.
晚餐足以让这些美食家们大饱口福 。"
satirize,,
saturate,,"The company had saturated the market for personal organizers (= so that no new buyers could be found) .那家公司的产品已使电子记事簿市场
饱和。"
saturnine,,
saunter,,
savant,,
savory,,
savvy,,"He is known for his political savvy and strong management skills.
他以政治悟性和强势的管理手腕出名
。"
scads,,
scandalous,,
scant,limited,"There is scant evidence of strong
economic growth to come.
没有足够的证据表明经济将会突飞猛
进。"
scathing,acerbic/sarcastic,"He is given to making scathing
remarks.
他这人说起话来老这么尖酸刻薄 。"
schism,factiousness,"The church seems to be on the brink of schism.
教会似乎处于分裂的边缘 。"
scintillate,,
scission,,
scoff,,
scorch,,
scorn,,"He used to heap scorn on Dr
Vazquez's socialist ideas.
他以前总是嘲笑巴斯克斯博士的社会主义观点。"
scotch,,
scour,,
scourge,,
scowl,,
scrap,,
scrappy,,
scrawl,,
screen,,
scribble,,"She can't write yet, but she loves to
scribble with a pencil.
她现在还不会写字, 但她喜欢用铅笔乱涂."
scrimp,,
scruple,,
scrupulous,,"Both readers commend Knutson for
his scrupulous attention to detail.
两位读者都称赞克努森对细节一丝不苟。"
scrutable,,
scrutinize,,"The statement was carefully
scrutinized before publication.
声明在发表前经过仔细审查 。"
scuff,,
scurrilous,,
scurvy,,
seamy,,"It’s well known that the world of entertainment  has its seamy side: drug abuse, corruption, alcoholism.
众所周知，演艺界有其肮脏的一面 ：滥用毒品、堕落腐化、酗酒等等。"
secede,,
secluded,,
secrete,,
sectarian,,"The police said the murder was sectarian.
警方说这是一起派系谋杀 。"
sectarianism,,
secular,,"Cardinal Daly has said that churches
should not be used for profane or secular purposes.
戴利主教已经说过，教堂不应该用于非宗教或世俗的目的 。"
secular,,"Cardinal Daly has said that churches
should not be used for profane or secular purposes.
戴利主教已经说过，教堂不应该用于非宗教或世俗的目的 。"
sedate,,
sedentary,,"People in sedentary jobs need to take exercise.
工作上要久坐的人需要做运动 ."
seditious,,"He distributed a seditious pamphlet
called The Rights of Man.
他散发了名叫《人的权利》的带有煽动性的小册子。"
seduce,,
sedulous,,
seemly,,"I felt it was not seemly to observe too closely.
我觉得凑得太近去观察不合适 。"
segment,,
self-abasement,,
self-absorbed,,
self-defeating,,"Paying children too much attention
when they misbehave can be self- defeating.
孩子有不良行为时，小题大做可能适得其反。"
self-perpetuating,,"Revenge leads to a self-perpetuating cycle of violence.
怨怨相报会导致永不休止的暴力 。"
seminal,,"The reforms have been a seminal
event in the history of the NHS.
这些改革已成为英国国民保健制度史
上一件具有开创性的大事 。"
sensation,,
sensuality,,
septic,,
sepulchral,,
sequel,,"The police said the clash was a sequel to yesterday's nationwide strike...
警方说这场冲突是昨天全国大罢工的余波。"
sequela,,
sequester,,"This jury is expected to be sequestered for at least two months.
预计这个陪审团将至少被隔离两个月
。"
sere,,
serendipity,fortuitous,"Some of the best effects in my
garden have been the result of serendipity.
我园子里最珍贵的几件物品是机缘巧
合之下意外所得。"
serene,,"She looked as calm and serene as she always did.
她看上去和以往一样平静安详 。"
sermon,,"At High Mass the priest preached a sermon on the devil.
牧师在大弥撒上布道驱邪 。"
serpentine,,
serried,,
servile,,
shackle,stifle,"The trade unions are shackled by the law.
工会受法律的制约。"
shadow,,
sham,,"Are those real diamonds or only shams?
那些是真钻石还是赝品 ?"
shiftless,,
shifty,,
shipshape,,
shirk,,"I do not shirk any responsibility  on
this matter.
在这件事上，我没有逃避任何责任 。"
shoal,,
shopworn,,
showcase,,"Restored films are being showcased
this month at a festival in Paris.
本月的巴黎电影节将展映一些修复版的电影。"
showmanship,,
shred,,
shrewd,canny/artful,"He's a shrewd businessman and
hard as nails.
他是一个既精明又铁石心肠的生意人
。"
shrink,recoil,"One child shrinks away from me when I try to talk to him.
当我试图和一个孩子说话时 ，他避开了我。"
shroud,,
shrug,,
shun,eschew,"From that time forward everybody
shunned him.
从那时候起，每个人都有意回避他 。"
sidestep,circumvent,"He was trying to sidestep
responsibility.
他正试图回避责任。"
sift,,"Sift out the wheat from the chaff.
把小麦的壳筛出来。"
signal,,"Kurdish leaders saw the visit as an important signal of support
库尔德领导人将这次访问视作一种表示支持的重要信号。"
simile,,
simpleton,,
simulate,,"I tried to simulate surprise at the news.
听到这个消息后，我竭力装出一副吃惊的样子。"
sinecure,,
sinew,,
singe,,
sinuous,,
skimp,,
skirt,,"He carefully skirted the issue of where they would live.
他小心地避开了他们将住在何处这个问题。"
skittish,restive/fractious,"The declining dollar gave heart to skittish investors.
美元的衰落给总是担惊受怕的投资者
们带来了信心。"
skullduggery,,"Ask any student about academic skullduggery and the response is startlingly nonchalant.
随便问一位学生对于学术欺骗的看法 ,
其若无其事的态度会让你非常震惊 ."
slack,,
slake,,
slant,,"She put a new slant on the play.
她对那出戏提出了一种新的见解 。"
slapdash,,"She has a very slapdash approach
to keeping accounts.
她记账十分潦草马虎 。"
slate,,
sleek,,"Lord White is as sleek and elegant
as any other millionaire businessman.
怀特勋爵像其他百万富商一样时尚高雅。"
slew,,"He asked me a slew of questions.
他问了我许多问题。"
slight,disparage,"They felt slighted by not being adequately consulted.
没有充分征求他们的意见 ，这让他们感到被冷落了。"
sling,,
slippery,elusive,"Actually the personality of a company is an odd and slippery thing.
事实上，企业个性是一种奇怪的而且靠不住的说法。"
slipshod,,"Slipshod work will never pass
muster.
草率的工作绝对经不起检查 。"
sloppy,,
sloth,,"We should overcome our natural
sloth and complacency.
我们应当克服自己天性中的懒惰和自满。"
slouch,,
slovenly,,
sluggard,,
sluggish,dilatory/listless,"She suggests ways to jump-start the
sluggish educational system.
她提出了几种方法来推动发展迟缓的
教育体制。"
slumber,,
slump,,"Sales have slumped this year.
今年销售量锐减。"
slur,aspersion,"She had dared to cast a slur on his character.
她竟敢对他的人品加以诋毁 。"
sly,,
smarmy,,
smattering,,
smirk,,
smother,,"She summoned up all her pity for him, to smother her self-pity.
她抑制着心中的自怜 ，将满腔的怜悯
之情都倾注在了他的身上 。"
smug,,
smuggling,,
snag,hitch,"The attack hit a snag and made no
headway.
进攻受阻，攻不进去。"
snare,,"Given data which are free from bias there are further snares to avoid in statistical work.
即使数据本身不存在偏差在统计工作中仍需要避免其他陷阱 。"
snarl,,
sneer,,
snobbish,,"They had a snobbish dislike for their intellectual and social inferiors.
他们非常势利，不喜欢智力和社会地位不如自己的人。"
snub,slight,"He snubbed her in public and made
her feel an idiot
他当众冷落她，让她觉得自己像一个
白痴似的。"
soak,,
sober,,
sodden,,
soft-pedal,,"On the issue of industrial pollution,
the environmental activist plead with the government not to soft - pedal.自然环境保护活动分子请求政府不要
淡化工业污染问题。"
solace,,"I found solace in writing when my father died three years ago.
我父亲3年前去世的时候，我从写作中找到了安慰。"
solder,,
solemnity,,
solicitous,,"Knowing that the end was so near,
she became rather solicitous.
她知道这一切即将结束 , 反倒变得很有些放心不下了."
solid,,
soliloquy,,"Hamlet's soliloquy is probably the most famous in English drama.
哈姆雷特的独白在英国戏剧中大概是最出名的了。"
solitude,,
solvent,,
somatic,,
somber,solemn,"That was a somber January day.
那是一个阴沉的正月天 ."
somnolence,,
sonorous,,"The sonorous voice of the speaker echoed round the room.
那位演讲人洪亮的声音在室内回荡 ."
soothe,deflate,"It did not take long for the central bank to soothe investors' fears.
中央银行很快便平息了投资者的担忧
。"
soothsayer,,"A soothsayer in my village says I'll
find a sword.
村里的一个占卜者说 ，我会找到一把剑。"
sop,,
sophism,,
sophisticated,,"They are cheating but are
sophisticated enough to avoid detection.
他们在作弊，但因为手法老练没有被
发现。"
soporific,,"The warmth of the room and the
monotony of the speaker's voice grew soporific.
房间里的热气和发言人单调的声音让人昏昏欲睡。"
sordid,,"I didn't want to hear the sordid details of their relationship.
我不想听他们之间的那些龌龊细节 。"
sound,unassailable/valid,"I am not sure that this is sound democratic practice.
我不能肯定这是正确的民主行为 。"
sparing,,
sparse,,
spartan,,"Even expedition ships, where spartan accommodation  is almost a point of pride, are offering creature comforts.
即使是以简朴为傲的探险船上也能提供舒适性。"
spat,,
spate,,"Refugees crossed the border in full
spate.
大量的难民越过了边境 。"
specious,artificial/forged/fabricated/spurious,"It is unlikely that the Duke was
convinced by such specious arguments.
公爵不太可能相信这种似是而非的论
点。"
speck,,
spectator,,
spectrum,,
speculate,,
spendthrift,,"My mother warned me about
marrying a spendthrift.
我妈妈告诫我，不要与挥霍无度的人结婚。"
spent,,
spike,,"The article was spiked for fear of
legal action against the newspaper.
因担心被提起诉讼，报社阻止了那篇文章的发表。"
spiny,,
spleen,,
splice,,
splutter,,
spontaneous,intuitive,The audience burst into spontaneous applause.观众自发地鼓起掌来 。
spoof,,
sporadic,"occasional
/fitful","The sound of sporadic shooting could still be heard.
仍能听见零星的枪声 。"
sprawl,,
sprightly,,
spur,foster,"It's the money that spurs these fishermen to risk a long ocean journey in their flimsy boats
是金钱驱使这些渔民驾着破旧小船冒
险出海远航。"
spurious,artificial/implausible,"He had managed to create the entirely spurious impression that the company was thriving.
他设法制造出一种彻头彻尾的假象 ，
让人误以为公司一派兴旺 。"
spurn,flout,"Eve spurned Mark's invitation. 伊夫一
口回绝了马克的邀请 。"
squalid,,
squall,,
squander,,"Hobbs didn't squander his money on
flashy cars or other vices.
霍布斯没有把钱挥霍在奢华汽车或其他恶习上。"
squat,,
squeamish,,
squelch,,"The company increased its stake in the business, squelching rumours of a takeover bid.
该公司增加了其在生意中的股份 ，这样就压制住了被收购的谣言 。"
stagnant,,
stale,banal,"The Government, he said, were
sticking to stale ideas.
他说政府仍在抱残守缺 。"
stalwart,,"I knew I was never in any danger with my stalwart bodyguard around me.
我知道有强壮的保镖在我的周围 ，我永远不会有什么危险"
stamina,,
stammer,,
startle,,
static,,"Both your pictures are of static
subjects.
你的两张照片拍的都是静止物体 。"
stature,,
staunch,,"He's a staunch supporter of controls
on government spending.
他坚决支持控制政府开支 。"
steadfast,,"He remained steadfast in his belief
that he had done the right thing.
他一直坚信自己做得对 。"
stealth,,
steep,,
stench,,
stentorian,,
stereotype,,"Children from certain backgrounds
tend to be stereotyped by their teachers.
教师往往刻板地根据学生的某些背景把他们归为某一类学生 。"
sterile,,
sterling,,"He has done sterling work on the
finance committee.
他在财务委员会工作优异 。"
stickler,,"Lucy was a stickler for perfection,
and everything had to be exactly right, rehearsed down to a T.
露西什么都追求十全十美 ，样样都不能出一点问题，要准备得滴水不漏。"
stiff,,
stifle,shackle,"The government failed to stifle the
unrest.
政府没有制止住动乱 。"
stigma,,"There is no longer any stigma
attached to being divorced.
离婚不再是什么羞耻的事 。"
stigmatize,,
stingy,parsimonious,"Winston was not a stingy man.
温斯顿不是个小气之人"
stint,,"She never stints on the food at her
parties.
她举办聚会吃的东西从不小气 。"
stipulate,,"That is why the vehicle
manufacturers  stipulate regular engine oil changes.
这就是为什么汽车制造商规定定期发
动机换油。"
stitch,,
stock,,
stodgy,,
stoic,,"To a stoic believer, the human soul
was a divine spark.
对于禁欲主义者来说 ，人的灵魂是神圣的火花。"
stoke,,
stolid,,
stomach,,"I could never stomach the cruelty involved in the wounding of animals.我永远都无法忍受伤害动物时的那种
残忍。"
stonewall,,"He did his best this week to
stonewall questions and to block even the most modest proposals.
他这周竭力避免作出明确答复 ，甚至连一些最温和的建议都企图阻拦 。"
stouthearted,,
strand,,"She tried to blow a gray strand of hair from her eyes.
她竭力想把眼前的一缕白发吹开 。"
stratagem,,
stratify,,
stray,,
strenuous,,"Strenuous efforts had been made to
improve conditions in the jail.
为改善那家监狱里的条件已做了艰苦的努力。"
striate,,
stricture,,
strident,,"She tried to laugh, and the sound was harsh and strident.
她想笑，但声音听起来尖锐刺耳 。"
strike,,
stringent,,"He announced that there would be
more stringent controls on the possession of weapons.
他宣布在武器的持有方面将会有更严格的控制。"
strip,,"It is difficult to strip away the greasy
dirt on the table.
要除去桌上的油污太难了 。"
strut,,
stultify,,
stunt,,
stupor,,
sturdy,,
stygian,,
stymie,hinder,"Relief efforts have been stymied in
recent weeks by armed gunmen.
最近几周的救援工作一直受到武装分
子的阻挠。"
subdue,,"Troops were called in to subdue the rebels.
军队被调来镇压反叛者 。"
subject,,
subjugate,,
sublime,,"She elevated every rare small success to the sublime.
她把每一次少有的微小成功都提升成了非凡的成就。"
subliminal,,
submerge,,
submissive,,
subordinate,,"Sixty of his subordinate officers followed his example.
他的60个下级官员都以他为榜样 。"
subservient,,"She is expected to be subservient to her uncle.
她被要求对叔叔恭敬顺从 。"
subside,,"I took an aspirin and the pain gradually subsided.
我服了一片阿司匹林 ，疼痛逐渐缓解了。"
subsidiary,,
subsidy,,
substantial,,"Substantial numbers of people support the reforms.
相当多的人支持这些改革措施 。"
substantiate,,"There is little scientific evidence to
substantiate the claims.
这些主张几乎找不到科学依据来证实
。"
substantive,,
substitute,,
subterfuge,,"The party has predictably rejected
the proposals as a subterfuge.
不出所料，该党以这些提议是在耍花招为由而加以拒绝。"
subtle,,"The job required a subtle mind.
那项工作需要一个头脑敏锐的人去做
。"
subvert,,"The rebel army is attempting to subvert the government.
反叛军队企图颠覆政府统治 。"
succinct,,"The book gives an admirably succinct account of the technology and its history.
这本书对该项技术及其历史作了极其简明的叙述。"
succor,,"These refugees are very grateful to
the government's  succor.
这些难民非常感激政府的救援 。"
succumb,yield,"The Minister said his country would never succumb to pressure.
首相说他的国家永远都不会屈服于压
迫。"
suffocate,,"The governor's proposals would
actually cost millions of jobs and suffocate the economy.
总督的计划可能会造成上百万人失
业，并抑制经济发展。"
suffuse,,
sulk,,
sullen,surly/grumpy,"Many of them remained sullen and resentful.
他们中有许多人还是闷闷不乐 ，怀恨
在心。"
summit,,
summon,,
sumptuous,,"We dined in sumptuous
surroundings.
我们在富丽堂皇的环境中用餐 。"
sunder,,
supercilious,,"Her supercilious attitude enraged
me.
她的傲慢态度使我极为愤怒 。"
superficial,shallow,"This guy is a superficial yuppie with no intellect whatsoever.
这个家伙是个肤浅的雅皮士 ，没有什么头脑。"
superfluous,,"She gave him a look that made
words superfluous.
她看了他一眼，这已表明一切，无须
多言了。"
supersede,,"Hand tools are relics of the past that have now been superseded by the machine.
手工工具是历史的遗物 ，现在已经被机器所取代。"
supine,,
supplant,,"By the 1930s the wristwatch had
almost completely supplanted the pocket watch.
到了20世纪30年代，手表几乎完全取
代了怀表。"
supple,flexible,"A supple horse able to perform the work asked for by his rider.
一匹灵活的马能够完成骑手要求的任务。"
supplement,,
supplicate,entreat/solicit,"She supplicated the judge for
protection.
她恳求法官保护。"
supposition,,
suppress,,"The regime ruthlessly suppresses all
dissent.
这个政权残酷压制所有不同意见 。"
surcharge,,
surfeit,glut/plethora,"Rationing had put an end to a surfeit of biscuits long ago.
定量供应很久以前就结束了饼干过剩
的状况。"
surly,sullen,"He is too surly to reason with.
他态度强横，没法跟他讲理。"
surmise,infer,"From the looks on their faces, I surmised that they had had an argument.
看他们的脸色，我猜想他们之间发生了争执。"
surmount,,"I realized I had to surmount the
language barrier.
我意识到我不得不克服语言障碍 。"
surpass,,
surrender,,"The rebel soldiers were forced to surrender.
叛军被迫投降。"
surreptitious,,"He made a surreptitious entrance to
the club through the little door in the brick wall.
他从砖墙的小门偷偷进入俱乐部 。"
surrogate,,"Arms control should not be made
into a surrogate for peace.
军备控制不应变成和平的替代物 。"
surveillance,,
susceptible,,"Some of these plants are more susceptible to frost damage than others.
这些植物中有一些较其他的易受霜冻危害。"
suspend,,
suture,,
svelte,,
swagger,,
swear,,
sweltering,,
swerve,,
swindle,,
sybarite,,
sycophant,,
syllabus,,
syllogism,,
symbiosis,,"One consequence for coral reefs is that the symbiosis between the corals and algae that constitute a living reef is breaking down.  珊瑚礁面临的一个后果是，构成活珊瑚礁的珊瑚和藻类之间的共生关系正在瓦解
。"
symmetry,,
synchronous,,"This synchronous behavior proved
to be an  immense advantage.
这种同步行为被证明有巨大的优势 。"
synergic,,
synonymous,tantamount,"Paris has always been synonymous
with elegance, luxury and style.
巴黎一直是优雅、奢华和时尚的代名词。"
synopsis,,
synthesis,fusion,"This kind of lighting encourages
vitamin D synthesis in the skin.
这种光照会促进皮肤中维生素  D 的合
成。"
tacit,,"By tacit agreement , the subject was never mentioned again.
根据达成的默契，这个话题从未再提起过。"
taciturn,laconic/terse/curt,"A taciturn man, he replied to my
questions in monosyllables.
他寡言少语，对我的问题一两个字就
打发掉了。"
tackle,,"I don't know how to tackle this
problem.
我不知道该如何处理这个问题 。"
tact,,
tactile,,
tactless,,"His tactless words had always
incurred his father’s deep displeasure.
他嘴笨，说话总是使他父亲感到十分
不快。"
taint,,"The air was tainted by fumes from the cars.
空气被汽车排出的废气所污染 。"
tame,,
tamper,,
tangent,,
tangible,,"The policy has not yet brought any tangible benefits.
这项政策还没有带来任何切实可行的好处。"
tangle,,
tangy,,
tantalize,,"The tantalizing aroma of fresh coffee wafted towards them.
新鲜咖啡那诱人的香味向他们飘来 。"
tantamount,synonymous,"If he resigned it would be tantamount to admitting that he was guilty.
他若辞职就等于承认自己有错 。"
tantrum,,
taper,,
tardy,,
tarnish,,"The affair could tarnish the
reputation of the prime minister.
这一事件可能有损首相的名誉 。"
tasty,,
tatty,,
taunt,,"A gang taunted a disabled man.
一伙小混混嘲笑一位残疾人 。"
taut,,
tawdry,,"These two colours look tawdry when put together.
这两种颜色配起来显得很俗丽 。"
taxing,arduous,"This shouldn't be too taxing for you.
这对你来说不至于太费劲 。"
tedious,dreary/boring,"The journey soon became tedious.
那次旅行不久就变得乏味起来 。"
teeming,,
teeter,,
teetotalism,,"Teetotalism is against nature.
滴酒不沾是违背天性的 。"
telling,,"China's dramatic rise to near
superpower status and its telling effects politically, economically and culturally are driving the interest to learn the Chinese language.
中国惊人地崛起为超级大国 ，在政治
、经济、文化方面具有显著的影响力，这些都引起了人们学习汉语的兴
趣。"
temerity,,"They marveled at his temerity.
她们对他的轻率鲁莽感到惊异 。"
temperate,dispassionate,"The Nile Valley keeps a temperate climate throughout the year.
尼罗河流域一年四季气候温和 。"
tempestuous,,"Somehow the marriage lasted for
eight tempestuous months.
不管怎么说，那场婚姻还是维持了 8
个月，其间双方的关系一直很紧张 。"
temporal,,
temporize,,
tenable,,"The old idea that this work was not
suitable for women was no longer tenable.
认为这种工作不适合妇女的旧想法再也站不住脚了。"
tenacious,,
tendentious,,"Such tendentious statements are
likely to provoke strong opposition.
这种有倾向性的说法可能招致强烈的
反对。"
tender,,"Her voice was tender, full of pity.
她的声音很温柔，充满了怜爱。"
tentative,,"It's just a tentative schedule.
仅仅是个试验性的计划 。"
tenuous,exiguous,"The cultural and historical links
between the many provinces were seen to be very tenuous
许多省份之间的文化和历史纽带被认
为是很脆弱的。"
tepid,,"The critics's reaction to the film was
rather tepid.
评论家对那部影片的反映不太热烈 。"
terminology,,"The disagreement arose over a
different use of terminology.
分歧的缘起在于专门用语使用的不同
。"
terminus,,
terse,laconic/curt/taciturn/succinct,"The President issued a terse
statement denying the charges.
总统发表了一份简短的声明 ，否认那
些指控。"
testimony,,"The testimony given by him is
dubious.
他所作的证据是可疑的 。"
testy,,"Joe's getting a little testy in his old age.
上了年纪的乔伊变得有点爱生气了 。"
tether,,"The officer dismounted, tethering his
horse to a tree.
这位军官下了马，把马拴在一棵树上
。"
theatrical,,"These are the prizes given for the most outstanding British theatrical performances  of the year.
这些奖项将要颁发给本年度英国最杰出的戏剧表演作品。"
therapeutic,,
thick-skinned,,
thorny,,
threadbare,,
thrill,,"It gave me a big thrill to meet my favorite author in person.
能见到我最喜欢的作者本人使我感到兴奋不已。"
throng,,
